Ejecución,Tmax,Tiempo (s),Iteración óptima,Eficiencia,sA,sB,sRail,pRail,pA_x,pA_y,pA_z,pB_x,pB_y,pB_z
1,1.605853492257218,0.9337337017059326,55,1.7198195688163787,0.44114952067463475,0.7579997569810086,0.8634979307803587,0.387101427156167,0.2622958958670949,-0.008369487033000444,0.6580211518974775,0.4622958958670949,-0.008369487033000444,0.6580211518974775
2,1.5013428827201025,0.8955388069152832,140,1.6764688153398222,0.2851938507449122,0.7914460396949108,0.9163207754430827,0.2098687059069428,0.11559144631185,0.059606443972784584,0.40794373366343084,0.31559144631185,0.059606443972784584,0.40794373366343084
3,1.16359703425322,0.9028189182281494,47,1.2888487500205108,0.5950658993335273,1.0,1.0,0.315095294008418,0.3591959522945935,0.3659145496454823,0.4653235400258411,0.5591959522945935,0.3659145496454823,0.4653235400258411
4,1.2899461887437411,1.1751928329467773,113,1.0976464054066952,0.28816368219665645,0.7277931179902732,0.7900415795892329,0.5328101799420096,0.3208101799420096,0.18254668981510436,0.043932392686175104,0.5208101799420096,0.18254668981510436,0.043932392686175104
5,0.9984582161864324,0.8926053047180176,103,1.1185887098238283,0.5688949088187735,0.8249451680197553,0.49422259125751494,0.6964190092934984,0.4844190092934984,-0.03907710579223267,0.29403302668618103,0.6844190092934984,-0.03907710579223267,0.29403302668618103
6,1.3990065041653095,3.7766923904418945,66,0.3704316792402618,0.4606356596898852,0.8389402819992099,1.0,0.0,0.3399070714489146,0.13086555466570082,0.531628737324664,0.5399070714489146,0.13086555466570082,0.531628737324664
7,1.6802263087499814,1.467050313949585,83,1.145309259521226,0.38071175188743783,0.4932938808749334,1.0,0.2124913162658769,0.42256456351504007,0.23084430167928316,0.4211039806829554,0.6225645635150401,0.23084430167928316,0.4211039806829554
8,1.508091538802484,5.991245746612549,96,0.251715853861471,0.34965634397959855,0.7655766372121938,0.9554467412830463,0.21406200323912022,0.18083273266592145,0.3426103361667969,0.3577376243776421,0.38083273266592144,0.3426103361667969,0.3577376243776421
9,1.1620745469817546,0.896874189376831,56,1.2956940457715602,0.4997189054188877,0.9754263602198353,0.8629531161451615,0.2540323014557081,0.3653481478275476,0.2384379448870828,0.3832486668402696,0.5653481478275476,0.2384379448870828,0.3832486668402696
10,1.4778236451108027,0.9128870964050293,143,1.6188460226138661,0.44608187332556487,0.8708524863532935,0.5791520059659776,0.41467117986688845,0.32608419498533137,-0.28313647787016555,0.4980745840762093,0.5260841949853314,-0.28313647787016555,0.4980745840762093
11,1.0502065080421574,1.1722595691680908,68,0.8958822223882122,0.35074767151342956,0.8623103820084905,1.0,0.48532322913405207,0.3324957686528271,0.1045973653800053,0.11913430168824579,0.5324957686528271,0.1045973653800053,0.11913430168824579
12,1.4128530259702858,2.528956890106201,104,0.5586702689546259,0.41440135873625245,0.98808556688885,0.905729236186561,0.29770888319259114,0.0857088831925911,0.2306422630425844,0.5312763723579467,0.28570888319259113,0.2306422630425844,0.5312763723579467
13,1.764768342738051,1.4616105556488037,83,1.2074135178605607,0.39672500339145234,0.5837931389111075,0.8441875556661316,0.3240059717132278,0.37801216014372246,-0.35325275503551096,0.4716747493945731,0.5780121601437225,-0.35325275503551096,0.4716747493945731
