gen,sA,sB,sRail,pRail,Tmax,DeltaT
0,0.4960049590975197,0.2956895556102252,0.8307315466498166,0.432640250146968,2.4596735953249835,1.7005744575091302
0,0.3263628438508052,0.5334085510670084,0.7284149430266097,0.0942523670439414,1.4027012429804422,0.2490253772901052
0,0.88894646108309,0.24399414808877284,0.9309932492809546,0.2817300317405442,2.433886791750248,2.0103326705266675
0,0.583030830482024,0.8864528439014993,0.2670374956371372,0.3360664158891833,1.9689733667845712,1.3231808679465014
0,0.43802153972023106,0.20671242549112817,0.08272562389649515,0.14758202181636634,8.394558529198616,7.534973092045654
0,0.5298854852134093,0.6809754458303688,0.5084366116872311,0.16628287877699807,1.5970549053177518,0.886492062290998
0,0.06573464446395097,0.12182998206902063,0.43273104105473953,0.34515810402112224,5.727830961968094,0.4245496163144562
0,0.31070382206695124,0.44849444754366413,0.46330913203223417,0.10642166946466385,1.985778654862949,0.7739591997760349
0,0.7964668271675794,0.36129521853675767,0.355124036973315,0.24795284231815892,2.5223300396793267,2.04959605472648
0,0.7090195916522195,0.7273743979604729,0.7089087729805468,0.16430566012698367,1.2654823073044514,0.7344434735904459
0,0.7227427971033819,0.5439924808878391,0.43708272688818206,0.30635193051285853,1.8349119645839875,1.3139563237246557
0,0.688951032355833,0.9969478765732189,0.7634116602627339,0.2001690713678993,1.0611973487425501,0.5146898041810363
0,0.4603376499075112,0.6506973509331212,0.3367916214746288,0.01126379650970562,2.39721876858419,1.5793040557203888
0,0.2628074543586202,0.6273695535597485,0.19075562889712344,0.215092272106177,3.210872074936814,1.7781998661190364
0,0.20409026769579713,0.6122810209796783,0.9895743657380276,0.11911755517922817,1.8448549260505118,0.7222391729488116
0,0.5979889640412897,0.7659747351610814,0.8779646418520851,0.13951246327670463,1.0917110533896173,0.46207244870998687
0,0.10688857229128283,0.5416863419243665,0.13456725645359352,0.40423687632051064,3.5225181323766463,0.20925640415081936
0,0.33896825461049196,0.3872250058599763,0.7564558832513743,0.14275392030479653,1.6413103201732682,0.5305368736028937
0,0.43442735458969284,0.32393331785669527,0.1802305541372406,0.01590990974125997,4.515790013844017,3.6490928947104186
0,0.07741306432866654,0.05992381815192698,0.7368445678313532,0.15112864739477136,6.723607892774861,1.8598689881872996
0,0.39028227231635904,0.2539397286743017,0.05,0.3419661410005577,9.299259592031984,8.334529796945407
0,1.0,0.5542839998681923,1.0,0.22037661735234956,1.2458541062547928,0.8693371690688958
0,0.5644309714471715,0.555541941553627,0.2622526680477747,0.403605565325604,2.2166292657550297,1.5495557776897475
0,0.05,0.8878314727164758,0.17425645494830586,0.002072130878569056,7.530338600641506,3.2760490305458845
0,0.43802153972023106,1.0,0.3893569802021995,0.17835611889540293,1.7240307609148422,0.86444532376188
0,0.9129734640120966,0.6809754458303688,0.8842248411623088,0.16628287877699807,1.1509317359408775,0.7385244185415429
0,1.0,0.3045255793671473,0.5850142941567544,0.3359264437036422,2.386249215193763,2.009732278007866
0,0.9920980263260815,0.8145075911103691,0.9427239212664799,0.5721271269608083,1.0808528121361327,0.7013369506065937
0,0.05,0.05,0.8732075899075529,0.17117685799517415,8.15359925943028,0.6232606587887739
0,0.5577376194828103,0.5657551542103711,1.0,0.0,1.0877551666287932,0.4126761980692063
0,0.30148644134224123,0.4902029905308408,0.1980404075466927,0.12287434202598604,3.590407245176234,2.3415386903010544
0,0.39618266471279706,0.1396391581514108,1.0,0.03981533896530624,2.48358161878021,1.5332196515674381
0,0.20151432341352785,0.5508701931621073,0.05,0.01126379650970562,14.190780009242832,12.32234242467806
0,0.9065464360557897,0.7199243861888506,1.0,0.0,1.0047187847440309,0.5893876751924496
0,0.9947795457834028,0.8631160353106024,0.05,0.43074544570120943,6.115317502503127,5.736824660767616
0,0.4518347001466192,0.05,0.715171688694367,0.3738312081147181,11.94233605816643,11.109029239086514
0,0.5338037561838858,0.05,1.0,0.5721271269608083,15.525501690227768,14.820154579992442
0,0.19578754731181214,0.7299792277144151,0.05,0.2573324843759221,9.484198687041069,7.561109395566969
0,0.05,0.8499006686366606,0.05,0.4309799131592029,7.530338600641506,1.4080842774718052
0,1.0,0.3823184908520356,0.8305444977836064,0.300085449028273,1.7948852816620788,1.4183683444761819
1,0.3263628438508052,0.5334085510670084,0.7284149430266097,0.0942523670439414,1.4027012429804422,0.2490253772901052
1,0.688951032355833,0.9969478765732189,0.7634116602627339,0.2001690713678993,1.0611973487425501,0.5146898041810363
1,0.10688857229128283,0.5416863419243665,0.13456725645359352,0.40423687632051064,3.5225181323766463,0.20925640415081936
1,0.5577376194828103,0.5657551542103711,1.0,0.0,1.0877551666287932,0.4126761980692063
1,0.9065464360557897,0.7199243861888506,1.0,0.0,1.0047187847440309,0.5893876751924496
1,0.06573464446395097,0.12182998206902063,0.43273104105473953,0.34515810402112224,5.727830961968094,0.4245496163144562
1,0.5979889640412897,0.7659747351610814,0.8779646418520851,0.13951246327670463,1.0917110533896173,0.46207244870998687
1,0.9920980263260815,0.8145075911103691,0.9427239212664799,0.5721271269608083,1.0808528121361327,0.7013369506065937
1,0.33896825461049196,0.3872250058599763,0.7564558832513743,0.14275392030479653,1.6413103201732682,0.5305368736028937
1,0.7090195916522195,0.7273743979604729,0.7089087729805468,0.16430566012698367,1.2654823073044514,0.7344434735904459
1,0.9129734640120966,0.6809754458303688,0.8842248411623088,0.16628287877699807,1.1509317359408775,0.7385244185415429
1,0.20409026769579713,0.6122810209796783,0.9895743657380276,0.11911755517922817,1.8448549260505118,0.7222391729488116
1,0.05,0.05,0.8732075899075529,0.17117685799517415,8.15359925943028,0.6232606587887739
1,1.0,0.5542839998681923,1.0,0.22037661735234956,1.2458541062547928,0.8693371690688958
1,0.43802153972023106,1.0,0.3893569802021995,0.17835611889540293,1.7240307609148422,0.86444532376188
1,0.31070382206695124,0.44849444754366413,0.46330913203223417,0.10642166946466385,1.985778654862949,0.7739591997760349
1,0.5298854852134093,0.6809754458303688,0.5084366116872311,0.16628287877699807,1.5970549053177518,0.886492062290998
1,0.7227427971033819,0.5439924808878391,0.43708272688818206,0.30635193051285853,1.8349119645839875,1.3139563237246557
1,1.0,0.3823184908520356,0.8305444977836064,0.300085449028273,1.7948852816620788,1.4183683444761819
1,0.583030830482024,0.8864528439014993,0.2670374956371372,0.3360664158891833,1.9689733667845712,1.3231808679465014
1,0.05,0.5686014506253194,0.9312910142650723,0.0,7.530338600641506,6.392879704694111
1,0.5290288876196049,0.6297302777828547,1.0,0.0,1.048362611464263,0.3366492331176484
1,0.05,0.5294898381858624,0.7264270810918362,0.24959353079065894,7.530338600641506,6.054778315907274
1,1.0,0.9447505575728815,0.772794731098509,0.2913022273237086,1.0512820092092972,0.6747650720234002
1,1.0,0.6257820900523126,1.0,0.5392831258314278,1.339064092579266,0.9625471553933691
1,0.1249502756580307,0.299070211172895,0.08551465789962512,0.37195980620368657,5.75025756341361,2.736923398553122
1,0.9670311054836205,0.918205853568367,0.5003168717849878,0.5721271269608083,1.0940465758592262,0.7046930844999579
1,0.5312741834896113,1.0,0.49284369806817774,0.032382870174819264,1.6025560351321766,0.8938505332374644
1,0.3963687755506524,1.0,0.7564558832513743,0.17001003660851574,1.0769057921524325,0.12699005752014536
1,0.32515666946806604,0.9301709920776462,0.7165836069487137,0.0,1.2127005797187536,0.05474513313229967
1,0.9129734640120966,0.6580994038232291,1.0,0.0,1.033345514077742,0.6209381966784073
1,0.1660920273492213,0.19809683391374944,1.0,0.14391704457306312,2.330014643322761,0.06309707175359458
1,0.05,0.2828691917696438,0.5581010554272064,0.0,7.530338600641506,5.500552142642597
1,1.0,0.4236872298997031,1.0,0.41160661995494563,1.731518277595278,1.355001340409381
1,0.5799272606745418,0.37484099293992196,0.9270172404060535,0.14688631293702964,1.5416785260570212,0.8924299694790461
1,0.19819922835145154,0.42794495566448604,0.4897190679067836,0.29278418840130055,1.988235089702881,0.088545879031102
1,0.05,0.3738220903147085,0.05,0.4890640066600579,7.530338600641506,1.471784129858464
1,0.650780614251792,0.05,1.0,0.21391528254214368,8.855512995686542,8.276950990706206
1,0.5322996301936237,0.6208976517256902,0.7361679239027739,0.0,1.3041882777204834,0.5968480589829354
1,0.2685515593711202,0.6580994038232291,1.0,0.0,1.4020284858598207,0.36868297178207876
2,0.9065464360557897,0.7199243861888506,1.0,0.0,1.0047187847440309,0.5893876751924496
2,0.5290288876196049,0.6297302777828547,1.0,0.0,1.048362611464263,0.3366492331176484
2,0.3963687755506524,1.0,0.7564558832513743,0.17001003660851574,1.0769057921524325,0.12699005752014536
2,0.32515666946806604,0.9301709920776462,0.7165836069487137,0.0,1.2127005797187536,0.05474513313229967
2,0.9129734640120966,0.6580994038232291,1.0,0.0,1.033345514077742,0.6209381966784073
2,0.688951032355833,0.9969478765732189,0.7634116602627339,0.2001690713678993,1.0611973487425501,0.5146898041810363
2,0.5577376194828103,0.5657551542103711,1.0,0.0,1.0877551666287932,0.4126761980692063
2,0.3263628438508052,0.5334085510670084,0.7284149430266097,0.0942523670439414,1.4027012429804422,0.2490253772901052
2,0.1660920273492213,0.19809683391374944,1.0,0.14391704457306312,2.330014643322761,0.06309707175359458
2,0.19819922835145154,0.42794495566448604,0.4897190679067836,0.29278418840130055,1.988235089702881,0.088545879031102
2,0.2685515593711202,0.6580994038232291,1.0,0.0,1.4020284858598207,0.36868297178207876
2,1.0,0.9447505575728815,0.772794731098509,0.2913022273237086,1.0512820092092972,0.6747650720234002
2,0.5979889640412897,0.7659747351610814,0.8779646418520851,0.13951246327670463,1.0917110533896173,0.46207244870998687
2,0.10688857229128283,0.5416863419243665,0.13456725645359352,0.40423687632051064,3.5225181323766463,0.20925640415081936
2,0.9920980263260815,0.8145075911103691,0.9427239212664799,0.5721271269608083,1.0808528121361327,0.7013369506065937
2,0.33896825461049196,0.3872250058599763,0.7564558832513743,0.14275392030479653,1.6413103201732682,0.5305368736028937
2,0.5322996301936237,0.6208976517256902,0.7361679239027739,0.0,1.3041882777204834,0.5968480589829354
2,0.06573464446395097,0.12182998206902063,0.43273104105473953,0.34515810402112224,5.727830961968094,0.4245496163144562
2,0.9670311054836205,0.918205853568367,0.5003168717849878,0.5721271269608083,1.0940465758592262,0.7046930844999579
2,0.05,0.05,0.8732075899075529,0.17117685799517415,8.15359925943028,0.6232606587887739
2,0.05,0.05,1.0,0.03719642854976046,7.530338600641506,1.8223820340740513
2,1.0,1.0,0.9909360207753268,0.0,0.9257773044326504,0.5492603672467535
2,0.869507901011191,0.3420536623190393,1.0,0.0,1.3413452278441844,0.908322207936577
2,0.6631434479667513,0.12023441910539218,0.7089087729805468,0.1397751554536364,3.6802718536083745,3.1124958495642003
2,0.05,0.32834600631676036,0.8555817046488987,0.17117685799517415,7.530338600641506,5.762856858660118
2,0.27452359745126764,0.8399788018639052,0.05,0.5721271269608083,3.4740060816232443,2.102477587582862
