gen,HV,diversity
0,9362.081315386178,2.618835346565716
1,8272.088355730997,1.8796258202324114
2,5488.584260420745,1.0633641400299403
3,3119.701424482586,1.2467803466519374
4,2919.735173697919,1.2469158847833106
5,190.8637656734201,0.4903557426166916
6,4291.148456296203,1.7457273147482046
7,4174.8215938341855,1.4154681838111711
8,144.81688813430102,0.25841964207850465
9,116.28327928876777,0.2811516567677837
10,39.991045389502126,0.16387016129396373
11,11.613647470463723,0.12072155690505283
12,47.19647326530817,0.16124158034349073
13,74.13826855725333,0.22251013920240473
14,49.992895629109235,0.15259740873799893
15,203.08281797094895,0.17263604918911601
16,37.502720967158794,0.09625724451662421
17,11.400634736689524,0.10231092620069063
18,6.468392943447512,0.08885432464723826
19,8.742045390865783,0.07233094770236129
20,6.215373962575957,0.07156708955865992
21,7.0167262226201785,0.08060206236234066
22,9.013068145404954,0.07376251561193677
23,4.365977581731751,0.07171136414028052
24,5.783065305524432,0.07190317479213679
25,4.411029282877547,0.03555244304030317
26,5.7852886329720095,0.052231802183357115
27,3.7842870212433803,0.04098566476187031
28,0.9277669780055723,0.02381083164233241
29,2.5973542614058736,0.030683010370384137
30,1.2068903544371703,0.023302321601067672
31,1.81736642102247,0.024712240786049937
32,1.4242421457936114,0.01736011244956397
33,1.3498333813735224,0.022303257667224366
34,0.7278082918589117,0.012272205898972162
35,0.8413910661760342,0.013734896840188885
36,0.8908888492940779,0.01434458283843579
37,1.5677883110640587,0.024707035390321083
38,1.1388895687341396,0.015929699906860176
39,1.2913173375359832,0.02177179339043642
40,1.810061587128286,0.020874316285387003
41,0.8877340910219399,0.012281914360158677
42,0.9576591386880067,0.01575003295471753
43,0.7816751595113339,0.014946930178900818
44,1.0746450116116353,0.01867309636166135
45,0.7246746387192798,0.011787805998747054
46,0.4053838430126011,0.006765324281595648
47,1.369462114657052,0.023419021690969682
48,0.3639708660050661,0.00761866564789447
49,1.8983579858634108,0.019156745219248882
50,0.43095430349757885,0.009241272338277108
51,0.8761089369655306,0.01270691149312471
52,0.9937915925969047,0.01625228424322042
53,1.461842813669619,0.02132420532147067
54,0.5053408306908795,0.008915550164582136
55,0.9972258373454538,0.014767893741051674
