gen,HV,diversity
0,5087.993735157103,0.6421413869856278
1,14588.077862685168,2.810699885351935
2,9563.635689774226,1.8814999417884906
3,1215.3362783208934,1.0262657652518679
4,14520.583732752397,2.9753361187905365
5,3443.1937948692957,1.724280212550556
6,1749.9545073674901,1.097658576732013
7,1407.8375234414975,1.0238537154814678
8,11877.56219429242,2.918781925188215
9,2378.768711422608,1.1167477212527612
10,626.0011777593029,0.5605113997549896
11,1406.8720037817407,1.0965540781211947
12,7779.40777934004,2.397816302348905
13,208.47976429185383,0.6531087249021839
14,1462.642679477198,0.9627474418410203
15,1533.9562077134378,0.8741315860253549
16,1553.4708369189505,0.9331297864951396
17,1529.778690683615,0.9527936826839877
18,1589.814775300987,0.8062221539020061
19,315.81488449721536,0.2993675111574468
20,4.538903734169445,0.08305432988553088
21,2.1829058402530657,0.04006102495541253
22,1.128456769539858,0.032566663861951645
23,1.3361522781296584,0.03421997597048821
24,0.5029841184908452,0.011284114837650861
25,0.4585669757080832,0.01059176702344275
26,0.5928562566199321,0.011191194758523936
27,0.3284715598784931,0.008585464014900863
28,0.42484140942640775,0.00906049161596656
29,0.17151378806842185,0.004962910932515719
30,0.135603472136614,0.003338170730418452
31,0.2957878309575841,0.005765408284929458
32,0.1576450396432106,0.0043045255775264095
33,0.1506960122135251,0.004519829145612443
34,0.3151638315319572,0.009226059560062269
35,0.32509003097335043,0.009511716462805664
36,0.29279922054176577,0.007559268868020341
37,0.27884242531419323,0.006130719577754791
38,0.24859447441245244,0.006861918676295237
39,0.28123167645199665,0.007390952192766906
40,0.2817294812189867,0.005729406998368219
41,0.3297986269625045,0.008920008340678203
42,0.00550561132189235,0.00010429253115688997
43,0.0037739515398491955,0.00010042805478164539
44,0.001393640397923968,9.400649135892788e-05
45,0.005359323938851934,0.0001514216828993291
46,0.003721981339308208,0.00010376111540701998
47,0.0019034048805572617,5.784732070600488e-05
48,0.003347667798955903,9.258468798980345e-05
49,0.003895844740545897,9.154103717070075e-05
50,0.0038108812116478836,8.542966727758769e-05
51,0.004751543983250986,0.0001334902835149869
52,0.003648552768918864,0.00013484097875201656
53,0.004123708841132798,7.552692161665492e-05
54,0.005244762385900747,0.0001228548022838344
55,0.005190871625198208,0.00016297360519487649
56,0.0049165363306688,0.0001370758387767597
57,0.0011603189616724873,5.294958916086871e-05
58,0.002438960176148103,9.9606094427218e-05
59,0.004317066996040293,0.0001448842660868674
60,0.004582390052797073,0.00012964990321597588
61,0.003986423163803483,0.00010981088209794621
62,0.0031321088367766356,9.923143872149831e-05
63,0.004969674160224961,0.0001684810367997426
64,0.004452549425546703,0.0001564660021531413
65,0.0035752114737078095,0.00011917297076908631
66,0.004086473642828347,0.00016582797037689958
67,0.005169766224752945,0.00015777516368020353
68,0.004973603364938039,0.0001493965604776024
69,0.0023008299553026325,7.835969476021245e-05
70,0.008842400982430393,0.0001798414452581645
71,0.004155116839184317,0.00011853469880581183
72,0.00404285473667107,0.00011651414926986917
73,0.0024911204063302805,8.442289537106828e-05
74,0.003764831535122328,0.00013256043484165427
75,0.00397796264400963,0.00010370219858263229
76,0.0038442815971800057,0.00010831060324200985
77,0.002629314428774569,9.221346754387117e-05
78,0.0026380070182136445,9.024266314076412e-05
79,0.005511987004217973,0.00012691229431943668
80,0.0027930882225388042,0.00011690090205606053
81,0.0027667194066139287,0.00011952326830236928
82,0.003175576071388589,0.00010185858873235514
83,0.0023547080978922027,0.00010265678414649386
84,0.0028109762941475724,0.00012467523198029406
85,0.0026368850413355026,0.00012304214584339386
86,0.0025468972242220084,9.540090427887712e-05
87,0.0024755158504275385,9.694008174277332e-05
88,0.0022570418270496254,8.481804872012255e-05
89,0.0022323059076086566,7.718022369460059e-05
90,0.0026216602568710553,8.174032960882943e-05
91,0.0026647471504953127,0.00010095269213820212
92,0.0027681776810552115,0.0001290746896095738
93,0.0027302941305651063,0.00010790658349518124
94,0.002662819484772101,9.587572553444787e-05
95,0.005677992509257667,0.00017197725700823552
96,0.0029581750325068305,0.0001042336226367282
97,0.0030003501376176115,0.0001504257886811854
98,0.0027921342543628454,0.00012185703472187111
99,0.0029089054101450566,0.0001243179917353681
100,0.0026860744515645662,0.0001136527504795734
101,0.0026868574048559183,0.00010592739340886881
102,0.0029829754176840728,0.00012129561972545162
103,0.002451962827900468,8.815891408591778e-05
104,0.004558721739622167,0.00013652067278052798
105,0.002799827094409605,0.00013063576464763464
106,0.002688920107153071,0.00010148186021173068
107,0.0028998578447560165,0.00011852862025879235
108,0.0029332801651089347,8.975489509235768e-05
109,0.0053042391083089595,0.00017805710325365307
110,0.005357182546788033,0.0002110174336645827
111,0.0027185970811069,0.00010746695316145545
112,0.0026056379960039174,0.00010040943304880394
113,0.0026082844407523662,7.454415701672598e-05
114,0.0028685991626825557,0.00011858313036340558
115,0.002807080499366823,0.00010571864662675134
116,0.002963726804991429,0.000123742979140494
117,0.0054522801916873295,0.00016758624154321106
118,0.00256479114521144,0.00010512874328598091
119,0.002844535060503912,0.00014269594851897764
120,0.0026703819616017634,0.00010573066562840551
121,0.0028932700118545537,0.00010679461215138904
122,0.00250317503615513,0.0001150678278076064
123,0.002515234443448142,8.983451733436036e-05
124,0.005745450709153145,0.00017446030163819354
125,0.005663088251910257,0.00014478655808340348
126,0.002582101477616381,0.00010452187051496332
127,0.005405506107575643,0.0001641419905801013
128,0.002730031315778083,0.00013905771314921562
129,0.00254848662399497,0.00010341071917461347
130,0.002758115539973405,0.00013652569816585176
131,0.0027179710524061875,0.00014419337316381924
132,0.0057326511876174815,0.00014004324104852022
133,0.0026161974624938876,8.937338116798716e-05
134,0.005557599849071792,0.0001654508617872138
135,0.0026032314859036803,0.00010565388333907228
136,0.002766670812011388,0.00012383977239465403
137,0.0024241574173709717,0.00011700007030499068
138,0.0026253373328772494,9.876975929443134e-05
139,0.0028704579621977337,0.00011250925511680799
140,0.002884771927720148,0.00011578908197140167
141,0.00592559848747128,0.0001214990398283316
142,0.0025858599713041892,9.955028195769343e-05
143,0.002525865621662429,9.875452868995344e-05
144,0.0024143699352273088,9.856805934741633e-05
145,0.0028217019720987698,0.00011753559284952173
146,0.00540304788583085,0.00014705145963008647
147,0.0028220364669135894,0.00012940599786837614
148,0.0026391661309130847,9.701949650189835e-05
149,0.002524348412627456,9.202057409926763e-05
