Métrica,Valor
Media Tmax,1.67228956776246
Desviación típica,0.4993234437369747
Mejor valor (mínimo),0.9612467156207065
Peor valor (máximo),2.876313024409111
IC 95% (low),1.493608968193537
IC 95% (high),1.8509701673313832
Tiempo medio (s),0.8274096727371216
